timestamp,open,high,low,close,volume,symbol
2026-01-25 16:00:00,1.6386,1.6509,1.6351,1.6435,29004.0,M/USDT:USDT
2026-01-25 16:15:00,1.6435,1.6841,1.6343,1.6677,113259.0,M/USDT:USDT
2026-01-25 16:30:00,1.667,1.6691,1.6553,1.6557,15233.0,M/USDT:USDT
2026-01-25 16:45:00,1.656,1.6772,1.6517,1.664,60020.0,M/USDT:USDT
2026-01-25 17:00:00,1.6642,1.6842,1.661,1.6736,62686.0,M/USDT:USDT
2026-01-25 17:15:00,1.6736,1.6757,1.6634,1.6686,38553.0,M/USDT:USDT
2026-01-25 17:30:00,1.6683,1.6714,1.6645,1.6682,25176.0,M/USDT:USDT
2026-01-25 17:45:00,1.6683,1.6687,1.6612,1.6619,13651.0,M/USDT:USDT
2026-01-25 18:00:00,1.663,1.6814,1.663,1.676,31117.0,M/USDT:USDT
2026-01-25 18:15:00,1.6763,1.6852,1.6735,1.6818,31543.0,M/USDT:USDT
2026-01-25 18:30:00,1.6813,1.6842,1.6738,1.6738,34641.0,M/USDT:USDT
2026-01-25 18:45:00,1.6749,1.6777,1.6651,1.6669,26820.0,M/USDT:USDT
2026-01-25 19:00:00,1.6667,1.6792,1.6663,1.6746,14486.0,M/USDT:USDT
2026-01-25 19:15:00,1.6752,1.6778,1.6665,1.6665,26450.0,M/USDT:USDT
2026-01-25 19:30:00,1.6665,1.6812,1.6651,1.6799,28483.0,M/USDT:USDT
2026-01-25 19:45:00,1.6794,1.6836,1.6597,1.6677,50037.0,M/USDT:USDT
2026-01-25 20:00:00,1.6676,1.6738,1.6633,1.6638,25006.0,M/USDT:USDT
2026-01-25 20:15:00,1.6634,1.6671,1.6597,1.6627,11843.0,M/USDT:USDT
2026-01-25 20:30:00,1.6624,1.6647,1.6578,1.664,17798.0,M/USDT:USDT
2026-01-25 20:45:00,1.6639,1.6762,1.6601,1.6632,49560.0,M/USDT:USDT
2026-01-25 21:00:00,1.6639,1.6866,1.6637,1.6794,44136.0,M/USDT:USDT
2026-01-25 21:15:00,1.6793,1.6818,1.6714,1.6715,14345.0,M/USDT:USDT
2026-01-25 21:30:00,1.6715,1.6755,1.6666,1.6683,10051.0,M/USDT:USDT
2026-01-25 21:45:00,1.6685,1.6687,1.6522,1.6581,35568.0,M/USDT:USDT
2026-01-25 22:00:00,1.6581,1.6651,1.6538,1.6628,21871.0,M/USDT:USDT
2026-01-25 22:15:00,1.6623,1.663,1.6569,1.6576,9787.0,M/USDT:USDT
2026-01-25 22:30:00,1.6573,1.6602,1.6557,1.6563,10615.0,M/USDT:USDT
2026-01-25 22:45:00,1.6567,1.6593,1.6553,1.6564,3238.0,M/USDT:USDT
