long_rvol,long_body,short_dist,short_rsi,atr_mult_sl,atr_mult_tp,balance,drawdown,win_rate,trades,score
2.6,0.4,3.0,75,2.5,5.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.6,0.4,3.0,75,2.5,8.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.6,0.4,3.0,75,3.5,5.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.6,0.4,3.0,75,3.5,8.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.2,1.2,3.0,75,2.5,5.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.2,1.2,3.0,75,2.5,8.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.2,1.2,3.0,75,3.5,5.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.2,1.2,3.0,75,3.5,8.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.6,1.2,3.0,75,2.5,5.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.6,1.2,3.0,75,2.5,8.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.6,1.2,3.0,75,3.5,5.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.6,1.2,3.0,75,3.5,8.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.2,0.8,3.0,75,2.5,5.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.2,0.8,3.0,75,2.5,8.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.2,0.8,3.0,75,3.5,5.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.2,0.8,3.0,75,3.5,8.0,688.2239260684231,62.60489688285269,42.98245614035088,114,-2.106897751608109
2.6,1.2,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,1.2,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,1.2,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,1.2,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,0.4,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,0.4,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,0.4,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,0.4,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,0.8,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,0.8,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,0.8,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.6,0.8,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.8,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.8,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.8,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.8,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.4,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.4,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.4,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.4,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,1.2,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,1.2,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,1.2,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,1.2,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,1.2,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,1.2,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,1.2,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,1.2,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,0.8,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,0.8,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,0.8,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,0.8,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,0.4,5.0,65,3.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,0.4,5.0,65,3.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,0.4,5.0,65,2.5,8.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
2.2,0.4,5.0,65,2.5,5.0,291.4681455136236,75.09739767522846,46.742209631728045,353,-4.352099478421462
1.8,0.4,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,0.4,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,0.4,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,0.4,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,0.4,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,0.4,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,0.4,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,0.4,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,1.2,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,1.2,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,1.2,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,1.2,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,0.8,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,0.8,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,0.8,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,0.8,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,1.2,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,1.2,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,1.2,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,1.2,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,0.4,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,0.4,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,0.4,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.6,0.4,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,1.2,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,1.2,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,1.2,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,1.2,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,0.8,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,0.8,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,0.8,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,0.8,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,0.8,3.0,65,2.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,0.8,3.0,65,2.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,0.8,3.0,65,3.5,5.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
2.2,0.8,3.0,65,3.5,8.0,196.41680714284556,82.3525048418461,46.17283950617284,405,-4.451422049529563
1.8,0.4,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,0.4,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,0.4,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,0.4,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,0.4,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,0.4,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,0.4,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,0.4,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,1.2,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,1.2,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,1.2,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,1.2,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,0.8,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,0.8,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,0.8,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
1.8,0.8,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,0.8,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,0.8,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,0.8,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,0.8,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,1.2,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,1.2,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,1.2,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.2,1.2,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,0.4,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,0.4,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,0.4,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,0.4,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,0.8,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,0.8,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,0.8,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,0.8,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,1.2,4.0,65,2.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,1.2,4.0,65,2.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,1.2,4.0,65,3.5,5.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
2.6,1.2,4.0,65,3.5,8.0,198.80283506409143,81.65628724928963,46.770025839793284,387,-4.5334739018469055
